2929	https://www.autosteel.org	SAE 4140 Quenched and Tempered Steel, Iteration #68 - Fatigue Behavior, Monotonic Properties and Microstructural Data (AISI Bar Steel Applications Group)	1	SCM440_alloy_steel Bilinear
2937	https://fde.uwaterloo.ca/Fde/Materials/SMDIdbase/Steel/FatigueReports/Iter_068.pdf	SAE 4140 Quenched and Tempered Steel, Iteration #68 - Fatigue Behavior, Monotonic Properties and Microstructural Data (A.A. Rteil, T.H. Topper, Univ. of Waterloo, prepared for the AISI Bar Steel Applications Group)	1	SCM440_alloy_steel Bilinear
213	https://belinker.co.kr/blog/en/scm440-aisi-4140-alloy-steel-guide	BELINKER: SCM440/AISI 4140/42CrMo4 Guide	1	SCM440_alloy_steel Bilinear
2910	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11538956/fullTextXML	Insights into deformation-induced heating: Temperature-strain prediction in SCM440 steel under deformation	1	SCM440_alloy_steel Bilinear
2069	https://www.signal-processing.com/table.php	Acoustic Properties of Materials (longitudinal velocity table)	4	Al1050-O Bilinear; Al1100-O Bilinear; C26000_Cartridge_Brass Bilinear; Silver Bonding Wire
183	https://www.makeitfrom.com/material-properties/1050-A91050-Aluminum	MakeItFrom: 1050 Aluminum	1	Al1050-O Bilinear
63	https://materialsdata.nist.gov/bitstream/handle/11115/179/Properties%20of%20Wrought%20Aluminum.pdf	NIST/ASM: Properties of Wrought Aluminum (1050-O)	2	Al1050-O Bilinear; Al Laminate Pouch
182	https://www.makeitfrom.com/material-properties/1050A-O-Aluminum	MakeItFrom: 1050A-O Aluminum	1	Al1050-O Bilinear
2071	https://hyperphysics.gsu.edu/hbase/Tables/rstiv.html	Resistivity and Temperature Coefficient at 20 C (HyperPhysics, Georgia State University)	3	Al1050-O Bilinear; Graphite Anode; Silver Bonding Wire
181	https://www.makeitfrom.com/material-properties/1050-O-Aluminum	MakeItFrom: 1050-O Aluminum	1	Al1050-O Bilinear
3085	https://fde.uwaterloo.ca/Fde/Materials/Alum/AA1100/aa1100_non_os_fitted.html	AA 1100 Aluminum, SAE FD&E strain-life fitted data file (derived from R.W.Smith, M.H.Hirschberg, S.S.Manson, 'Fatigue Behavior of Materials under Strain Cycling in Low and Intermediate Life Range', NASA TN D-1574, 1963)	2	Al1050-O Bilinear; Al1100-O Bilinear
760	None	ASM Metals Handbook — Properties and Selection: Nonferrous Alloys and Special-Purpose Materials	22	Al1050-O Bilinear; Al7050-T7451 Bilinear; Inconel_625_annealed Bilinear; M-Film
2302	https://www.ondacorp.com/tables/	Onda Corporation — Acoustic Properties of Solids / Plastics / Rubbers (tables, updated 2003-04-11)	8	Al1100-O Bilinear; C26000_Cartridge_Brass Bilinear; SAC305 Solder Alloy; PZT Piezoelectric
2512	https://pmc.ncbi.nlm.nih.gov/articles/PMC5512921/	Electrochemical Behavior of Al-B4C Metal Matrix Composites in NaCl Solution	1	Al1100-O Bilinear
184	https://www.makeitfrom.com/material-properties/1100-O-Aluminum	MakeItFrom: 1100-O Aluminum	1	Al1100-O Bilinear
64	https://asm.matweb.com/search/specificmaterial.asp?bassnum=ma1100o	MatWeb: Aluminum 1100-O	1	Al1100-O Bilinear
186	https://www.makeitfrom.com/material-properties/3003-H14-Aluminum	MakeItFrom: 3003-H14 Aluminum	1	Al3003-H14 Bilinear
66	https://asm.matweb.com/search/specificmaterial.asp?bassnum=ma3003h14	MatWeb: Aluminum 3003-H14	1	Al3003-H14 Bilinear
1934	https://www.azom.com/article.aspx?ArticleID=6618	Aluminium / Aluminum 3003 Alloy - Physical Properties	1	Al3003-H14 Bilinear
196	https://www.onlinemetals.com/en/product-guide/alloy/7050	OnlineMetals: 7050 Aluminum	1	Al7050-T7451 Bilinear
1848	https://www.aerospacemetals.com/wp-content/uploads/2023/06/Aluminum-7050-T7451-7050-T73651.pdf	Aluminum 7050-T7451 (7050-T73651) — MatWeb/ASM data sheet	1	Al7050-T7451 Bilinear
72	https://asm.matweb.com/search/specificmaterial.asp?bassnum=ma7050t745	MatWeb: Aluminum 7050-T7451	1	Al7050-T7451 Bilinear
194	https://www.makeitfrom.com/material-properties/7050-T7451-Aluminum	MakeItFrom: 7050-T7451 Aluminum	1	Al7050-T7451 Bilinear
2977	https://pmc.ncbi.nlm.nih.gov/articles/PMC9693051/	Fatigue Characteristics of 7050-T7451 Aluminum Alloy Friction Stir Welding Joints and the Stress Ratio Effect	1	Al7050-T7451 Bilinear
195	https://www.matweb.com/search/DataSheet.aspx?MatGUID=142262cf7fbc4c83917ca5c3d17df1ed	MatWeb: 7050-T7451 Aluminum	1	Al7050-T7451 Bilinear
2909	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9457149/fullTextXML	Spatial Constitutive Modeling of AA7050-T7451 with Anisotropic Stress Transformation	1	Al7050-T7451 Bilinear
77	https://www.azom.com/properties.aspx?ArticleID=1728	AZoM: Titanium Alloys Ti-3Al-2.5V Grade 9 Properties	1	Ti3Al2.5V_Grade9 Bilinear
199	https://www.finetubes.co.uk/-/media/ametekfinetubes/files/downloads/alloy-data-sheets/titanium--alloy-ti-3al-25v-grade-9.pdf	Fine Tubes: Titanium Alloy Ti-3Al-2.5V (Grade 9)	1	Ti3Al2.5V_Grade9 Bilinear
1943	https://www.azom.com/article.aspx?ArticleID=9337	Grade 9 Ti 3Al 2.5V Alloy (UNS R56320)	1	Ti3Al2.5V_Grade9 Bilinear
200	None	MatWeb: Titanium Ti-3Al-2.5V (Grade 9), annealed	1	Ti3Al2.5V_Grade9 Bilinear
1923	https://doi.org/10.3390/s24185906	Accurately Measuring the Infrared Spectral Emissivity of Inconel 601, Inconel 625, and Inconel 718 Alloys during the Oxidation Process	1	Inconel_625_annealed Bilinear
2405	https://www.specialmetals.com/documents/aqueous-corrosion-handbook.pdf	Aqueous Corrosion - Corrosion Problems and Alloy Solutions (Table 9: Corrosion tests of INCONEL alloy 625 in phosphoric acid environments)	1	Inconel_625_annealed Bilinear
85	https://www.specialmetals.com/documents/technical-bulletins/inconel/inconel-alloy-625.pdf	Special Metals: INCONEL alloy 625	1	Inconel_625_annealed Bilinear
209	https://www.makeitfrom.com/material-properties/Nickel-Alloy-625-N06625-NA21	MakeItFrom: Nickel Alloy 625 (N06625)	1	Inconel_625_annealed Bilinear
2535	https://mdpi-res.com/d_attachment/metals/metals-09-00301/article_deploy/metals-09-00301.pdf	Mechanical Behavior of Inconel 625 at Elevated Temperatures	1	Inconel_625_annealed Bilinear
208	https://www.xometry.com/resources/materials/inconel-625/	Special Metals / Xometry: Inconel 625	1	Inconel_625_annealed Bilinear
2111	https://ntrs.nasa.gov/api/citations/19840015630/downloads/19840015630.pdf	NASA Reference Publication 1121 — Solar Absorptance and Thermal Emittance of Some Common Spacecraft Thermal-Control Coatings (J. H. Henninger, NASA Goddard Space Flight Center, 1984)	3	Inconel_625_annealed Bilinear; Silver Bonding Wire; Beryllium Copper (spring/contact)
2496	https://ntrs.nasa.gov/api/citations/19980231975/downloads/19980231975.pdf	J. C. Richmond, J. E. Stewart (National Bureau of Standards), Spectral Emittance of Uncoated and Ceramic-Coated Inconel and Type 321 Stainless Steel, NASA MEMO 4-9-59W (1959), Table I	1	Inconel_625_annealed Bilinear
1	https://www.wikidata.org/wiki/Q25045309	Wikidata: Inconel 625	1	Inconel_625_annealed Bilinear
75	https://www.azom.com/properties.aspx?ArticleID=1547	AZoM: Titanium Ti-6Al-4V Grade 5 Properties	1	M-Film
203	None	M-Film 사양 (Ti 합금 필름)	1	M-Film
84	https://www.makeitfrom.com/material-properties/ZK60A-T5-Magnesium	MakeItFrom: ZK60A-T5 Magnesium	1	Mg_ZK60A_T5 Bilinear
2968	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8781175/fullTextXML	On the Corrosion Fatigue of Magnesium Alloys Aimed at Biomedical Applications: New Insights from the Influence of Testing Frequency and Surface Modification of the Alloy ZK60	1	Mg_ZK60A_T5 Bilinear
83	https://www.azom.com/article.aspx?ArticleID=8562	AZoM: Magnesium ZK60A-T5 Alloy (UNS M16600)	1	Mg_ZK60A_T5 Bilinear
2434	https://www.ondacorp.com/wp-content/uploads/2020/09/Solids.pdf	Acoustic Properties of Solids (Onda Corporation Acoustic Properties Tables, updated April 11, 2003)	6	C26000_Cartridge_Brass Bilinear; SAC305 Solder Alloy; PZT Piezoelectric; Conductive Silver Epoxy (die attach)
88	https://www.makeitfrom.com/material-properties/UNS-C26000-CW505L-Cartridge-Brass	MakeItFrom: UNS C26000 Cartridge Brass	1	C26000_Cartridge_Brass Bilinear
1947	https://www.makeitfrom.com/material-properties/Annealed-OS050-C26000-Brass	Annealed (OS050) C26000 Brass	1	C26000_Cartridge_Brass Bilinear
87	https://www.azom.com/article.aspx?ArticleID=6341	AZoM: Cartridge Brass UNS C26000	1	C26000_Cartridge_Brass Bilinear
2941	https://alloys.copper.org/alloy/C26000	Copper Development Association — Alloy C26000 (Cartridge Brass, 70%), Mechanical Properties table	1	C26000_Cartridge_Brass Bilinear
2918	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7766768/fullTextXML	Mechanical Properties of Brass under Impact and Perforation Tests for a Wide Range of Temperatures: Experimental and Numerical Approach	1	C26000_Cartridge_Brass Bilinear
92	https://www.makeitfrom.com/material-properties/UNS-C51000-CW451K-Phosphor-Bronze	MakeItFrom: UNS C51000 Phosphor Bronze	1	C51000_Phosphor_Bronze Bilinear
1856	https://www.nationalbronze.com/pdfs/C51000.pdf	C51000 (Phosphor Bronze, 5% A) Alloy Data Sheet	1	C51000_Phosphor_Bronze Bilinear
2943	https://alloys.copper.org/alloy/C51000	Copper Development Association — Alloy C51000 (Phosphor Bronze, 5% A), Mechanical Properties table	1	C51000_Phosphor_Bronze Bilinear
91	https://www.azom.com/article.aspx?ArticleID=6415	AZoM: Phosphor Bronze UNS C51000	1	C51000_Phosphor_Bronze Bilinear
1783	https://multimedia.3m.com/mws/media/2366517O/3M-VHB-Tape-Specialty-Tape-4905.pdf?pif=000343	Technical Data Sheet 3M VHB Tape - Specialty Tape 4905 (V-6, English-US, Last Revision Oct 2025)	1	VHB Clear 0.5mm (3M 4905)
2527	https://multimedia.3m.com/mws/media/2371577O/3m-vhb-tapes-product-information-guide.pdf	3M VHB Tapes — Product Information Guide, December 2023 (Outdoor Weathering / Solvent and Moisture Resistance sections)	4	VHB Clear 0.5mm (3M 4905); VHB Black 1.1mm (3M 5952); VHB Clear 1.0mm (3M 4910); VHB Gray 1.1mm (3M 4941)
853	None	Polymer Handbook (Brandrup, Immergut, Grulke), 4th ed.	51	VHB Clear 0.5mm (3M 4905); VHB Black 1.1mm (3M 5952); Foam PU Impact Absorber; Battery Stretch-Release (SIS)
23	https://multimedia.3m.com/mws/media/2366517O/3M-VHB-Tape-Specialty-Tape-4905.pdf	3M VHB Tape - Specialty Tape 4905 Technical Data Sheet (V-6, Oct 2025)	1	VHB Clear 0.5mm (3M 4905)
905	None	Handbook of Pressure-Sensitive Adhesive Technology (Satas), 3rd ed.	5	VHB Clear 0.5mm (3M 4905); VHB Black 1.1mm (3M 5952); Battery Stretch-Release (SIS); Battery Permanent Bond
2300	https://doi.org/10.1016/j.ijnonlinmec.2019.103263	On thermo-viscoelastic experimental characterization and numerical modelling of VHB polymer	1	VHB Clear 0.5mm (3M 4905)
2216	https://multimedia.3m.com/mws/media/2366487O/3M-VHB-Tape-5952.pdf	Technical Data Sheet 3M VHB Tape 5952 (English-US, Sep 2024)	2	VHB Black 1.1mm (3M 5952); Battery Permanent Bond
2218	https://multimedia.3m.com/mws/media/67100O/3m-vhb-tapes.pdf	3M VHB Tapes Technical Data (October 2018)	8	VHB Black 1.1mm (3M 5952); VHB Gray 1.1mm (3M 4941); VHB Black 0.4mm (3M 5915); VHB Gray 1.6mm (3M 4956)
1046	None	ASTM E595 — Total Mass Loss and Collected Volatile Condensable Materials from Outgassing in a Vacuum Environment	13	Foam PU Impact Absorber; Damping Speaker Mount; Damping Haptic Isolator; Thermal Pad Silicone Soft 1.5 W/mK
31	https://www.sealanddesign.com/wp-content/uploads/2019/03/Poron-XRD-DataSheet.pdf	Rogers PORON XRD Extreme Impact Protection Data Sheet	3	Foam PU Impact Absorber; PORON XRD LD (open-cell PU foam, 195 kg/m3); PORON XRD HD (open-cell PU foam, 405 kg/m3)
2003	https://www.rogerscorp.com/-/media/project/rogerscorp/documents/elastomeric-material-solutions/poron/english/data-sheets/17-316-poron-4701-30-very-soft-global-standards-data-sheet.pdf	Product Data Sheet PORON(R) 4701-30 Very Soft (Unsupported) microcellular polyurethane foam, Based on Global Test Methods, Rogers Publication #17-316	1	Foam PU Impact Absorber
139	None	PU 폼 물성(문헌 클래스)	1	Foam PU Impact Absorber
2272	https://link.springer.com/article/10.1007/s11340-021-00772-z	Density, Microstructure, and Strain-Rate Effects on the Compressive Response of Polyurethane Foams	3	Foam PU Impact Absorber; PORON XRD LD (open-cell PU foam, 195 kg/m3); PORON XRD HD (open-cell PU foam, 405 kg/m3)
971	None	Rubber Technology Handbook (Hofmann)	51	Foam PU Impact Absorber; Waterproof Gasket IP68; Damping Speaker Mount; Damping Haptic Isolator
3105	https://arrow.tudublin.ie/cercon/3/	Testing, Modelling and Validation of Numerical Model Capable of Predicting Stress Fields Throughout Polyurethane Foam (Proc. 7th European Conf. on Constitutive Models for Rubber, ECCMR 2011)	1	Foam PU Impact Absorber
2273	https://doi.org/10.1016/j.ijimpeng.2021.104100	Density, strain rate and strain effects on mechanical property evolution in polymeric foams	1	Foam PU Impact Absorber
2298	https://pubs.acs.org/doi/10.1021/acsomega.7b00242	Dependences of Rheological and Compression Mechanical Properties on Cellular Structures for Impact-Protective Materials	1	Foam PU Impact Absorber
138	None	연질 PU 폼 물성(문헌 클래스)	1	Foam PU Impact Absorber
137	None	점탄성 연질 PU 폼 물성(문헌 클래스)	1	Foam PU Impact Absorber
2000	https://www.tesa.com/en/files/download/11130640,4,ti-76565.pdf	tesa® 76565 Bond & Detach — Technical Information	1	Battery Stretch-Release (SIS)
9	None	Pressure Sensitive Adhesive Tape: A Versatile Material Platform for Optical Sensors	1	Battery Stretch-Release (SIS)
122	https://eureka.patsnap.com/materials/sis-block-copolymer-analysis	PatSnap Eureka — Styrene-Isoprene-Styrene Block Copolymer Analysis	1	Battery Stretch-Release (SIS)
7	None	Effect of viscoelastic and surface properties on tack, peel adhesion and shear strength of polymer blends applied as hot melt pressure sensitive adhesive models comprising tackifying agents of various chemical nature	1	Battery Stretch-Release (SIS)
124	https://www.masterbond.com/properties/epoxy-adhesive-systems-high-glass-transition-temperature	MasterBond / structural epoxy class data	1	Battery Permanent Bond
123	https://multimedia.3m.com/mws/media/2365743O/3m-scotch-weld-epoxy-adhesive-dp420-black.pdf	3M Scotch-Weld Epoxy Adhesive DP420 Technical Data Sheet	1	Battery Permanent Bond
37	https://multimedia.3m.com/mws/media/122119O/3m-thermally-conductive-adhesive-transfer-tapes-8800-series.pdf	3M Thermally Conductive Adhesive Transfer Tapes 8805/8810/8815/8820 Technical Data	4	Thermal Interface Tape; 3M Thermally Conductive Adhesive Transfer Tape 8805 (0.125mm); 3M Thermally Conductive Adhesive Transfer Tape 8815 (0.375mm); 3M Thermally Conductive Adhesive Transfer Tape 8820 (0.50mm)
141	None	등가근사: 3M 8810 계열 열전도 테이프급	1	Thermal Interface Tape
125	https://mykin.com/silicone-properties	Silicone (PDMS) rubber class reference	1	Waterproof Gasket IP68
2002	https://www.stockwell.com/data-sheets/ht-800.pdf	Product Data Sheet BISCO(R) HT-800 Medium Silicone Foam (closed-cell cellular silicone gasket foam), Rogers Publication #180-070	1	Waterproof Gasket IP68
126	https://www.ramgaskets.com/wp-content/uploads/2020/08/Silicone-Rubber-Sheet.pdf	Silicone Rubber Sheet/Gasket Material Data Sheet (RAM Gaskets)	1	Waterproof Gasket IP68
127	https://siliconedabojin.com/silicone-hardness-chart-shore-a/	Silicone Rubber Gasket technical data (class representative)	1	Waterproof Gasket IP68
145	None	점탄성 제진 마운트 대표물성(Sorbothane/EAR 클래스)	1	Damping Speaker Mount
2005	https://www.sorbothane.com/wp-content/uploads/101-sorbothane-material-properties.pdf	Sorbothane(R) Data Sheet 101 — Material Properties of Sorbothane, 50 Durometer (Shore 00) thermoset polyether-based polyurethane viscoelastic material	2	Damping Speaker Mount; Damping Haptic Isolator
40	https://www.lookpolymers.com/polymer_Sorbothane-Polyurethane-Damping-Material-50-Durometer.php	Sorbothane Polyurethane Damping Material, 50 Durometer (Sorbothane Inc. published data via MatWeb)	2	Damping Speaker Mount; Damping Haptic Isolator
146	None	점탄성 제진 마운트 대표물성(Sorbothane 클래스)	1	Damping Speaker Mount
147	None	점탄성 제진 아이솔레이터 대표물성(Sorbothane/EAR 클래스)	1	Damping Haptic Isolator
148	None	점탄성 제진 아이솔레이터 대표물성(Sorbothane 클래스)	1	Damping Haptic Isolator
34	https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-1500-en_GL.pdf	BERGQUIST GAP PAD TGP 1500 Technical Data Sheet (Henkel)	1	Thermal Pad Silicone Soft 1.5 W/mK
1818	https://www.shinetsusilicone-global.com/catalog/pdf/tc_e.pdf	Shin-Etsu Thermal Interface Silicone Rubber (TC series) catalog — High-hardness sheet type general properties, TC-BG series	3	Thermal Pad Silicone Soft 1.5 W/mK; Thermal Pad Silicone Medium 3.0 W/mK; Thermal Pad Silicone High 5.0 W/mK
2452	https://www.precisionconverting.com/UserFiles/PreCon/documents/Fujipoly2016SarconCatalog.pdf	SARCON Thermal Interface Materials Catalog 2016 — Gap Filler Type GR-ae, Thermal Resistance table (K-cm2/W)	1	Thermal Pad Silicone Soft 1.5 W/mK
35	https://www.laird.com/sites/default/files/2018-11/Tflex%20600%20DS-071718.pdf	Laird Tflex 600 Series Thermal Gap Filler Data Sheet	1	Thermal Pad Silicone Medium 3.0 W/mK
134	https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-3000-en_GL.pdf	Henkel Bergquist GAP PAD TGP 3000 TDS	1	Thermal Pad Silicone Medium 3.0 W/mK
2498	https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-HC3000-en_GL.pdf	BERGQUIST GAP PAD TGP HC3000 - Technical Data Sheet (3.0 W/m-K fiberglass-reinforced silicone gap filler)	1	Thermal Pad Silicone Medium 3.0 W/mK
1816	https://www.laird.com/sites/default/files/2018-11/A15955-00%20THR-DS-Tflex%20700%20061716.pdf	Laird Tflex 700 Thermal Gap Filler datasheet (THR-DS-Tflex 700 17June16)	1	Thermal Pad Silicone High 5.0 W/mK
1817	https://www.laird.com/sites/default/files/2022-03/A17758-00%20Tflex%20HD700_03-15-22.pdf	Laird Tflex HD700 Series Thermal Gap Filler datasheet (A17758-00, 03-15-22)	1	Thermal Pad Silicone High 5.0 W/mK
36	https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-5000-en_GL.pdf	BERGQUIST GAP PAD TGP 5000 Technical Data Sheet (Henkel)	1	Thermal Pad Silicone High 5.0 W/mK
135	https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-HC5000-en_GL.pdf	Henkel Bergquist GAP PAD TGP HC5000 TDS	1	Thermal Pad Silicone High 5.0 W/mK
28	https://www.rogerscorp.com/-/media/project/rogerscorp/documents/elastomeric-material-solutions/poron/english/data-sheets/17-007-poron-4701-40-soft.pdf	Rogers PORON 4701-40 Soft Product Data Sheet	1	PORON 4701 Foam Gasket
130	https://www.stockwell.com/data-sheets/poron-4701-40-soft.pdf	Rogers PORON 4701-40 Soft Data Sheet	1	PORON 4701 Foam Gasket
29	https://www.rogerscorp.com/-/media/project/rogerscorp/documents/elastomeric-material-solutions/poron/english/data-sheets/17-038-poron-4790-92-extra-soft-slow-rebound-unsupported-materials.pdf	Rogers PORON 92 Extra Soft Slow Rebound Data Sheet	1	PORON SR-S Soft Foam
2599	https://www.stockwell.com/data-sheets/poron-4790-92-extra-soft-slow-reb.pdf	Product Data Sheet PORON 92 Extra Soft Slow Rebound (Rogers Publication #17-038) + Rogers published PORON compression-set test parameters	1	PORON SR-S Soft Foam
132	https://www.rogerscorp.com/-/media/project/rogerscorp/documents/elastomeric-material-solutions/poron/english/data-sheets/17-037-poron-4701-30-very-soft---supported-materials.pdf	Rogers PORON 4701-30 Very Soft Data Sheet	1	PORON SR-S Soft Foam
133	https://www.rogerscorp.com/elastomeric-material-solutions/poron-industrial-polyurethanes	Rogers PORON 4701 Industrial Polyurethane Data Sheet	1	PORON SR-S Soft Foam
38	https://www.aearotechnologies.com/wp-content/uploads/2022/09/ISODAMP-C1002-Aircraft-Data-Sheet.pdf	Aearo Technologies (3M) E-A-R ISODAMP C-1002 Data Sheet, Product Bulletin 196	1	EAR Isodamp C-1002
2136	https://www.aearotechnologies.com/wp-content/uploads/2022/09/aircraft_c1002_pb_196_22-1.pdf	Aircraft Damping Composite — ISODAMP™ C-1002, Product Bulletin 196	1	EAR Isodamp C-1002
2160	https://www.bpfonline.co.uk/downloads/pvc_material_data_sheet___tech_data_-_c193m80_-_3600-00041.pdf	Flexible PVC Compound Data Sheet — Grade C193M/80 (Shore A 53)	1	EAR Isodamp C-1002
2004	https://therubbercompany.com/wp-content/uploads/2024/04/RC02232-Expanded-Nitrile-NBR-Sponge.pdf	Expanded Nitrile/NBR Sponge Datasheet, Product Code RC02232 (ASTM D1056 2B2 A1 B2 C M P2 closed-cell nitrile sponge)	1	NBR Cushion Rubber
39	https://therubbercompany.com/wp-content/uploads/2019/10/RC0360-High-Grade-Nitrile-Sheeting-Data-Sheet.pdf	The Rubber Company High Grade Nitrile Rubber Sheeting 70 Shore, RC0360	1	NBR Cushion Rubber
142	None	점탄성 제진재 대표물성(Sorbothane/EAR 클래스)	1	visco-6
2006	https://multimedia.3m.com/mws/media/828134O/3m-viscoelastic-damping-polymer-112-series.pdf	Technical Data 3M(TM) Viscoelastic Damping Polymer 112 Series (112P02 / 112P05 acrylic viscoelastic damping polymer), May 2017	1	visco-6
143	None	점탄성 제진재 대표물성(Sorbothane 클래스)	1	visco-6
238	https://focenter.com/media/wysiwyg/docs/AngstromLink-OKP4_OKP4HT_OKP-1.pdf	OKP4/OKP4HT/OKP-1 Optical Plastic datasheet (Osaka Gas Chemicals, via Fiber Optic Center)	1	OKP High-Index Optical Polyester
2417	https://www.ogc.co.jp/e/products/fluorene/okp.html	Polyester (OKP Optical Plastic) — Fine chemical materials, product property table	1	OKP High-Index Optical Polyester
1776	https://jnsglass.com/wp-content/uploads/CGG_PI_Sheet_Gorilla-Glass-3.pdf	Corning Gorilla Glass 3 with NDR Product Information Sheet (E_050613)	1	Aluminosilicate Cover Glass
243	https://valleydesign.com/Datasheets/Corning-Gorilla-glass.pdf	Corning Gorilla Glass Product Information (Valley Design datasheet)	2	Aluminosilicate Cover Glass; Corning Gorilla Glass 2
244	http://abrisatechnologies.com/specs/Dragontrail%20Spec%20Sheet.pdf	AGC Dragontrail Chemically Strengthened Glass Spec Sheet (Abrisa Technologies)	1	Aluminosilicate Cover Glass
246	None	Wang et al. 2019, Quasi-static and dynamic flexural behavior of annealed and chemically strengthened aluminosilicate glass with notch defects	1	Aluminosilicate Cover Glass
2329	https://www.abrisatechnologies.com	Abrisa Technologies — HIE (High Ion-Exchange) chemically strengthened aluminosilicate glass, product specification	1	Aluminosilicate Cover Glass
